index,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cohort,gmt_library
5,prerank,GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,0.5876372476514965,2.149861492102044,0.0,0.0007360034103920402,0.003,32/73,14.64%,CHGA;CXCL9;GZMM;CFHR1;LYZ;NPPB;PLA2G2A;CXCL10;F2;CFHR5;KNG1;CTSG;HMGN2;C7;CXCL13;C8B;C9;CFHR2;CXCL12;CCL11;CXCL14;DEFA5;PGLYRP1;DCD;DEFA6;CAMP;CCL13;GAPDH;KRT6A;CXCL1;DEFA4;CCL20,ciao,GO_BP
6,prerank,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,0.555430036270559,2.104907723377031,0.0,0.0029133468328018256,0.014,48/96,17.22%,CXCL9;MMP7;REG3A;CCL14;LYZ;NPPB;SPINK5;CXCL10;IGHG4;F2;KNG1;FGB;CTSG;RNASE6;HMGN2;BPIFA1;SPON2;CXCL13;WFDC5;CCL16;RARRES2;CXCL12;PRSS2;COLEC11;RNASE4;CCL11;CXCL14;DEFA5;FGA;B2M;IGHG1;PGLYRP1;ANG;IGKV3-20;DCD;RNASE2;DEFA6;CAMP;CCL13;GAPDH;KRT6A;CXCL1;DEFA4;CCL20;JCHAIN;S100A9;IGHG3;CCL15,ciao,GO_BP
8,prerank,GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,0.6008851830306151,2.063784597872074,0.0,0.0056514547583674515,0.034,23/53,14.39%,CRP;CHGA;LBP;MMP7;RNASE1;LYZ;PLA2G2A;SSC5D;CTSG;RNASE6;RARRES2;RNASE4;DEFA5;B2M;PGLYRP1;ANG;IL7R;DCD;RNASE2;DEFA6;CAMP;KRT6A;DEFA4,ciao,GO_BP
9,prerank,GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING,0.6511458369238382,2.0493280034510426,0.0,0.006440029840930352,0.045,15/30,9.13%,APOC1;PLA2G2A;ANGPTL3;MPO;APOA2;CETP;APOE;APOC3;APOA1;PLTP;LPL;APOB;ANGPTL4;PON1;LCAT,ciao,GO_BP
10,prerank,GOBP_COLLAGEN_CATABOLIC_PROCESS,0.6937516092746969,2.04518447920034,0.0,0.006644475232705919,0.051,17/24,21.93%,CST3;CTSB;MMP7;MMP3;MMP1;MMP19;PRSS2;ADAMTS2;MMP2;ADAM15;MMP10;CTSL;CTSS;PEPD;MMP14;MMP12;VSIR,ciao,GO_BP
11,prerank,GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY,0.829286901810296,2.039176067881463,0.0,0.007452034530219407,0.065,7/12,9.30%,F12;F11;F8;F9;F7;KLKB1;GP5,ciao,GO_BP
13,prerank,GOBP_NEGATIVE_REGULATION_OF_COAGULATION,0.6258357540584101,2.0297909652264865,0.0,0.008280038366910453,0.082,16/38,8.19%,F12;F11;SERPING1;PLAT;ANXA2;F2;APOE;KNG1;PROS1;FGB;FGG;KLKB1;VTN;PROC;FGA;KRT1,ciao,GO_BP
0,prerank,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,0.6356506475640037,2.499465723867875,0.0,0.0,0.0,58/110,13.72%,COL7A1;CHI3L1;LAMA2;COMP;LTBP2;ELN;PRELP;FBN1;POSTN;TNC;PXDN;COL16A1;COL6A1;PRG2;LTBP4;SPON1;FBLN1;FBLN5;FBLN2;IGFBP7;COL6A3;DPT;VCAN;ACAN;SRPX;COL18A1;THBS3;FMOD;EFEMP1;PODN;COL6A2;FGB;TNXB;COL11A1;COL14A1;MXRA5;FGG;EFEMP2;MFAP2;VWA1;MGP;ESM1;AEBP1;VTN;PCOLCE;ABI3BP;OGN;LUM;FGA;TINAGL1;PRG3;ASPN;HMCN2;NID1;CILP;FGL2;COL12A1;AGRN,ciao,GO_MF
1,prerank,GOMF_ALCOHOL_DEHYDROGENASE_NADPLUS_ACTIVITY,-0.8830209983299091,-2.311638070933526,0.0,0.0028407965548268074,0.002,9/10,11.74%,ADH1A;ADH1C;ADH4;AKR1C3;ADH1B;SORD;ADH6;RDH11;ADH5,ciao,GO_MF
2,prerank,GOMF_CALCIUM_ION_BINDING,0.5106892988891016,2.2195314492862677,0.0,0.0004057937198349434,0.001,129/309,19.25%,CRP;CDH2;COMP;LTBP2;CDH1;FBN1;SVEP1;CDH15;CDH11;LTBP4;F12;MYL1;SPP1;SNED1;FBLN1;LRP1;ANXA2;CRTAC1;FBLN5;FBLN2;GSN;PCDH1;SPARCL1;MYL11;PAM;PLA2G2A;NOTCH2;VCAN;THBS4;CDH5;F2;ITLN1;CDH6;THBS3;EFEMP1;CD248;S100A10;PROS1;EHD2;C1S;F9;F7;PRKCSH;HSP90B1;ACTN2;SMOC1;CANX;EFEMP2;LTBP3;CDH3;TNFAIP6;SPTA1;F10;MAN1A1;ENPP2;NOTCH3;MGP;NUCB1;GAS6;SCUBE1;IQGAP1;PCDH12;DSG2;MEGF6;DSC2;CALR;TLL1;PRSS2;TPT1;COLEC11;LPL;PDCD6;NCS1;EFHD1;SMOC2;PROC;PCDH10;ZZEF1;PON1;NCAN;CLEC3B;MASP1;OIT3;EFCAB14;MYL6B;SCUBE3;ITIH1;NOL3;MAN1C1;PEF1;ASPH;PCDH7;ASPN;LPCAT1;HMCN2;CELSR1;NID1;SDF4;DGKA;APCS;CAPN2;CCBE1;CAPN1;AGRN;PAMR1;HRC;STAB1;MATN2;EFHD2;S100A13;RCN3;LCP1;S100A9;SPARC;HRNR;CDH16;DMP1;SRI;LDLR;CGREF1;THBS2;CDH19;DGKG;ANXA7;CRELD2;CRACR2A;EHD4;ITSN1;PCDHB15,ciao,GO_MF
4,prerank,GOMF_STRUCTURAL_MOLECULE_ACTIVITY,0.48833038198032935,2.150085435546534,0.0,0.0008115874396698869,0.002,148/342,22.14%,COL7A1;CHI3L1;LAMA2;COMP;LTBP2;ELN;PRELP;FBN1;POSTN;TNC;PXDN;COL16A1;AHNAK;COL6A1;PRG2;LTBP4;MYL1;SPON1;H4C1;FBLN1;FBLN5;FBLN2;IGFBP7;TUBB2A;MYL11;KRT6B;COL6A3;DPT;ANK1;VCAN;ACAN;SRPX;COL18A1;THBS3;FMOD;APOE;EFEMP1;PODN;COPE;COL6A2;VIM;FGB;LMNA;HMOX1;TNXB;H1-4;SPTB;ACTN2;COL11A1;COL14A1;MXRA5;KRT2;FGG;EFEMP2;MFAP2;TUBB6;KRT16;SPTA1;VWA1;ACTA2;KRT17;KRT10;COPA;MACROH2A1;H1-5;MGP;ESM1;KRT76;AEBP1;TUBA4A;VTN;COPB1;LMNB2;TPM1;SPTBN1;PCOLCE;ABI3BP;OGN;LUM;FGA;KRT1;B2M;RPS18;RPL7A;TUBB1;GIT1;NUMA1;TINAGL1;EPB42;RPS25;MYL6B;PRG3;ASPH;ASPN;KRT78;HMCN2;TUBA1C;RPS23;CSRP2;MYH11;NID1;RPL29;DES;TUBA1B;CILP;FGL2;COL12A1;AGRN;KRT6A;NUP214;RPL19;RPL28;SBSPON;MATN2;RPL31;TUBB4B;MRPL46;SPARC;TUBB;MAP1B;KRT25;CD4;RPS9;DCN;RPS4X;RPS27A;THBS2;LAMB2;TUBGCP3;ECM1;MEPE;RPS3A;RPL23A;COL15A1;MYL2;HAPLN1;H1-10;LAMB1;EMILIN3;RPS14;CRYAB;IGF1R;DAG1;NUP88;KRT33A;ISG15;HMGA1;RPSA,ciao,GO_MF
5,prerank,GOMF_GLYCOSAMINOGLYCAN_BINDING,0.5342926037664278,2.148850732579682,0.0,0.0006086905797524151,0.002,67/138,17.45%,COMP;LTBP2;PRELP;FBN1;POSTN;PRG2;LTBP4;F11;CCN5;SOD3;NRP1;NRP2;ANGPTL3;MPO;VCAN;THBS4;CXCL10;ACAN;GPNMB;SAA1;F2;THBS3;APOE;CCDC80;KNG1;TNXB;CTSG;SMOC1;EFEMP2;TNFAIP6;CEMIP;CXCL13;VTN;SERPINA5;AMBP;SERPIND1;LPL;VEGFA;PCOLCE;SMOC2;APOB;ADAMTS8;NCAN;CLEC3B;CD44;PGLYRP1;GFRA2;ANG;ITIH2;ITIH1;TNFRSF11B;PCOLCE2;HDGF;VIT;PTPRC;PTN;RPL29;AGRN;GREM2;STAB1;SUSD5;JCHAIN;PTPRF;DCN;CCL15;GZMK;TGFBR3,ciao,GO_MF
6,prerank,GOMF_EXTRACELLULAR_MATRIX_BINDING,0.6256194749120285,2.1324291033298626,0.0,0.0004869524638019321,0.002,26/48,17.49%,LTBP2;ELN;PXDN;SPP1;FBLN2;CD248;SSC5D;TNXB;COL11A1;SMOC1;VWA1;VTN;AMBP;VEGFA;SMOC2;BCAM;OLFML2B;GPC1;TINAGL1;NID1;LGALS1;AGRN;CTSS;ADAMTSL2;DCN;DMP1,ciao,GO_MF
7,prerank,GOMF_HEPARIN_BINDING,0.5529763388220713,2.1194735363006143,0.0,0.00040579371983494344,0.002,43/100,12.82%,COMP;LTBP2;PRELP;FBN1;POSTN;PRG2;F11;CCN5;SOD3;NRP1;NRP2;ANGPTL3;MPO;THBS4;CXCL10;GPNMB;SAA1;F2;THBS3;APOE;CCDC80;KNG1;TNXB;CTSG;SMOC1;EFEMP2;CXCL13;VTN;SERPINA5;SERPIND1;LPL;VEGFA;PCOLCE;SMOC2;APOB;ADAMTS8;CLEC3B;ANG;PCOLCE2;HDGF;PTPRC;PTN;RPL29,ciao,GO_MF
9,prerank,GOMF_SIGNALING_RECEPTOR_REGULATOR_ACTIVITY,0.48035251254949507,2.0210025617304455,0.0,0.003246349758679547,0.025,84/217,15.80%,CXCL9;FBN1;PXDN;DKK3;CLEC11A;NPPA;SPP1;CHGB;MIA;GDF15;REG3A;CCL14;IGFBP7;NBL1;CSF1;NPPB;INHBB;ERFE;ANGPTL3;THBS4;CXCL10;APOA2;GPNMB;F2;FGL1;APOE;EFEMP1;FST;SLURP1;KNG1;CTSG;GHRL;SCG2;APOA1;COPA;CXCL13;GAS6;EBI3;CCL16;PCSK1N;DKK2;INHBC;CXCL12;HLA-C;GAL;GDF6;CXCL17;VEGFA;APOB;OGN;CCL11;PTPRB;GIP;CXCL14;PGLYRP1;GAST;FAM3C;ANG;GREM1;CSPG5;HDGFL3;TNFRSF11B;HDGF;VEGFD;VGF;IL12B;ECRG4;PCSK9;CLU;CCL13;SLURP2;GMFG;PTN;LGALS1;AGRN;KAZALD1;CXCL1;CCL20;GREM2;RELN;RETN;SFRP2;PENK;PDGFC,ciao,GO_MF
11,prerank,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE,0.7539748731065202,2.0031527859997844,0.0,0.0036521434785144907,0.031,10/15,10.90%,PRELP;PRG2;VCAN;ACAN;FMOD;PODN;OGN;LUM;PRG3;ASPN,ciao,GO_MF
12,prerank,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH,0.7294371432745208,1.9957709685519518,0.0029806259314456036,0.003697231669607262,0.035,8/17,4.29%,COL7A1;COL16A1;COL6A1;COL6A3;COL18A1;COL6A2;COL11A1;COL14A1,ciao,GO_MF
14,prerank,GOMF_GROWTH_FACTOR_BINDING,0.5463427368481218,1.9514035220756563,0.0,0.006411540773392106,0.068,14/59,5.46%,IGFBP1;IGFBP2;LTBP2;PXDN;COL6A1;LTBP4;IGFBP6;IGFBP7;NRP1;NRP2;CHRDL1;TSKU;LTBP3;CXCL13,ciao,GO_MF
15,prerank,GOMF_HORMONE_ACTIVITY,0.5857574444628402,1.9432048701090363,0.0,0.006935383575360851,0.079,17/44,11.40%,FBN1;NPPA;CHGB;GDF15;REG3A;NPPB;INHBB;ERFE;KNG1;GHRL;COPA;INHBC;GAL;GIP;GAST;VGF;ECRG4,ciao,GO_MF
0,prerank,GOMF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-0.7475008956854649,-2.158828017416048,0.0,0.005485087418580734,0.004,10/14,15.77%,SLC6A14;CHP1;ATP1B1;SLC5A5;SCN4B;HCN1;SLC4A8;SLC9B2;SLC6A9;SCN2B,necs,GO_MF
0,prerank,KEGG_PURINE_METABOLISM,-0.620253164556962,-2.052636463857649,0.0,0.0,0.0,10/10,38.97%,GMPR;NT5C3A;NME3;ENTPD5;PKLR;ADA;PNPT1;AK1;ENTPD6;CANT1,swiss100,KEGG
